,Unnamed: 0,authorDisplayName,authorChannelUrl,videoId,published_at,updated_at,like_count,text
209,27,wouter.d.h.,wouter.d.h.,NgklIb6Ejyo,2024-01-25T15:20:53Z,2024-01-25T15:20:53Z,4,Did the S24 Ultra already got the camera update??
210,8,ravikanthpvn3660,ravikanthpvn3660,NgklIb6Ejyo,2024-01-26T16:39:26Z,2024-01-26T16:39:26Z,3,Went to Samsung store and compared my S23 ultra with S24 ultra.<br>1. Didn&#39;t find the screen as smooth and attractive as s23 ultra<br>2. Somehow I like the curve in s23 ultra as it gives smooth gesture swiping feeling when using back swipe. No swipe back in Iphone so flat screen makes no difference there<br>3. 10x was ok but 100x was really bad in s24 ultra when compared with s23 ultra.<br>4. AI is all gimmick which I personally think is in its nascent stage and people may not be using it. future may be different.<br>but yes the interface seemed smooth in S24 display piece.
211,5,WavyVaporizers,WavyVaporizers,NgklIb6Ejyo,2024-01-27T09:51:09Z,2024-01-27T09:52:36Z,3,I just don&#39;t understand why the ultra didn&#39;t have the same exact body as the 24 and s24 plus 😭😭.. Literally had to go s24 plus because of the body alone. I have a s22 ultra and i love it but the corners poke to much and i always hated the corners. I was literally going to buy an iphone for the very first time due to the comfortability and thank God sammy made a phone with iphone body which i love alot.
212,10,18632,18632,NgklIb6Ejyo,2024-01-26T13:12:52Z,2024-01-26T13:12:52Z,2,I still think Samsung should make the S24 plus series a smaller version of the S24 Ultra. Same as what they did with the note 10 and note 10 plus. Keep it the same size as the plus model or slightly smaller? Couldn’t hurt
213,22,deanomoses51,deanomoses51,NgklIb6Ejyo,2024-01-25T17:17:32Z,2024-01-25T17:17:32Z,2,I ordered the Samsung s24 ultra titanium green .  Love the mint green colour and it looks awesome. .<br>The day later the pixel 8 pro brings one out.
214,4,Galvanized29,Galvanized29,NgklIb6Ejyo,2024-02-01T02:39:51Z,2024-02-01T02:39:51Z,2,I’m on the fence because I just got it and I really hate the colors of the display. Not sure if I want to keep it. It should be better in every way than the previous year. We shouldn’t have to compensate for a $1500 phone. I’m liking my 23 better at this point.
215,7,johnl.8616,johnl.8616,NgklIb6Ejyo,2024-01-26T19:17:41Z,2024-01-26T19:17:41Z,2,Gotta say that the charge times and battery last time in Samsung really sucks compared to the One Plus 12. The one plus is half the price and the same processor.
216,19,EllyG,EllyG,NgklIb6Ejyo,2024-01-25T20:44:33Z,2024-01-25T20:44:33Z,1,Ordered a violet 1TB
217,18,A_Sleman0,A_Sleman0,NgklIb6Ejyo,2024-01-25T21:00:53Z,2024-01-25T21:00:53Z,1,Already got the 512gb titanium grey <br>I&#39;m waiting the general S24U
218,17,leo.s8999,leo.s8999,NgklIb6Ejyo,2024-01-25T22:10:52Z,2024-01-25T22:10:52Z,1,Just subscribed <br>I love your video&#39;s
219,14,shahidrmshahi4848,shahidrmshahi4848,NgklIb6Ejyo,2024-01-26T03:52:00Z,2024-01-26T03:52:00Z,1,512 or 1TB which one should i go for?
220,29,khawarakram5604,khawarakram5604,NgklIb6Ejyo,2024-01-25T15:05:48Z,2024-01-25T15:05:48Z,1,Not good
221,9,kingofarabistan2008,kingofarabistan2008,NgklIb6Ejyo,2024-01-26T14:28:18Z,2024-01-26T14:28:18Z,1,I tried to order from Samsung but now it’s delivery date is 21 February.
222,16,Alphawave07,Alphawave07,NgklIb6Ejyo,2024-01-26T01:16:30Z,2024-01-26T01:16:30Z,1,I pre ordered a phantom black in 1 terabyte
223,2,amitvutukuri872,amitvutukuri872,NgklIb6Ejyo,2024-02-05T20:25:04Z,2024-02-05T20:25:04Z,0,"It&#39;s the screen issue. The hardware itself is like that. I own S24 ultra, it&#39;s not that vibrant and the greys also has grains in low brightness. It&#39;s the screen"
224,6,armandolizana2007,armandolizana2007,NgklIb6Ejyo,2024-01-27T06:14:43Z,2024-01-27T06:14:43Z,0,"Hi. I have S23U, and my complain is that when I record 4k video, the colors look oversaturated and washed out. Would you confirm if colors  are more natural when recording video with S24U?"
225,3,Amp1771,Amp1771,NgklIb6Ejyo,2024-02-05T01:35:28Z,2024-02-05T01:35:28Z,0,Anybody else getting a problem with the  floating notification hanging around for a minute. It&#39;s really annoying also the AI generate wallpaper does not work.
226,1,SimonCrowther1,SimonCrowther1,NgklIb6Ejyo,2024-02-06T14:28:13Z,2024-02-06T14:28:13Z,0,"Any thoughts on Vivid mode not working? Settings--&gt;Display--&gt;Screen Mode--&gt;Vivid isn&#39;t doing anything. It&#39;s just Natural (even when vivid is selected), and most people switch from Natural when they get their Samsung phone."
227,13,RAVIKUMAR-im1wy,RAVIKUMAR-im1wy,NgklIb6Ejyo,2024-01-26T04:47:50Z,2024-01-26T04:47:50Z,0,SECURE FOLDER BANKING APP NOT WORKING PROPERLY IN SAMSUNG S24 ULTRA
228,15,sajaldas4969,sajaldas4969,NgklIb6Ejyo,2024-01-26T02:05:32Z,2024-01-26T02:05:32Z,0,How can I play Youtube in background while I can work with some other app or I can keep turn off the display?
229,0,RanftEvan,RanftEvan,d-FjIdlMVC4,2024-02-07T20:34:31Z,2024-02-07T20:34:31Z,4,Thanks for watching! Make sure to thumbs up the video if you want me to compare this camera to the iPhone and Leica sl2.
230,11,wesleygrimes89,wesleygrimes89,d-FjIdlMVC4,2024-02-07T21:20:34Z,2024-02-07T21:20:34Z,4,Bro don’t do this to me lol. I wouldn’t mind having an android phone over an iPhone at this point. But I’m too invested in the apple ecosystem. 😢 lol
231,14,CrazyGadgetGuy,CrazyGadgetGuy,d-FjIdlMVC4,2024-02-07T21:00:55Z,2024-02-07T21:00:55Z,2,I just got my s24 ultra a few days ago and I am happy that I can take nicer pictures. I sold my camera a while back and I wasn&#39;t taking pictures but at least now I can take some cool shots until I get another camera.
232,17,SkylineCustom_1,SkylineCustom_1,d-FjIdlMVC4,2024-02-07T20:44:24Z,2024-02-07T20:44:24Z,2,Love it❤
233,5,Photobuffeddy_AGS,Photobuffeddy_AGS,d-FjIdlMVC4,2024-02-08T02:42:37Z,2024-02-08T02:42:37Z,1,Nice videos ….: 😅
234,6,phonelip6697,phonelip6697,d-FjIdlMVC4,2024-02-08T00:45:17Z,2024-02-08T00:45:17Z,1,How do you shoot raw portrait ?
235,7,Nonaxisymmetric,Nonaxisymmetric,d-FjIdlMVC4,2024-02-07T23:25:34Z,2024-02-07T23:25:34Z,1,I like the Defender shot.  Great video - smartphones have come a really long way.  It&#39;s making me wonder why I carry an actual camera around :-)
236,8,DVinstapics,DVinstapics,d-FjIdlMVC4,2024-02-07T23:22:29Z,2024-02-07T23:22:29Z,1,"Hi Evan! Great video yet again, loved the shots you managed to get with a phone. Would you say the s24 ultra hat better results than the Oppo find n3 fold or the iPhone 15 pro max?"
237,10,mikeydoyle2002,mikeydoyle2002,d-FjIdlMVC4,2024-02-07T21:22:22Z,2024-02-07T21:22:22Z,1,"Looking to upgrade to either the iPhone 15 pro max or S24 Ultra so the comparison video would be a huge help. Side note, have you seen any drop in quality posting either photo or video to social media (being both posting edited photos and taking photos through the social media apps like the IG camera)?"
238,13,thelumiereguy,thelumiereguy,d-FjIdlMVC4,2024-02-07T21:08:03Z,2024-02-07T21:08:03Z,1,"Got my S24 Ultra today and I&#39;m super disappointed with the cameras. I&#39;m coming from an Mi 11 Ultra and I thought that phone&#39;s camera was bad. But, after using the new phone, I&#39;ve changed my mind. The videos with all the lenses were noisy and soft indoors. The photos were OVERsharpened, and had a lot of noise reduction. <br><br>The RAW photos were - well RAW photos. It lacked dynamic range. I&#39;d seen much more dynamic range in RAW files from the GCAM apps. In my previous phone, I could easily use photos at 1600, 3200, etc ISO and fix them in post. But, the ones from Pro mode in S24 Ultra were really bad and I had to crank up my noise reduction to the mid. (I know I&#39;m kind of a pixel peeper)<br><br>I also tried the Expert RAW app, which supposedly gives you best RAW photos from Samsung phones. In my experience, it was the worst experience editing the RAW files. A simple bump in shadows and everything turned green. A bit of research showed me that the Expert RAW app just gives you a JPEG in a DNG file. I have no idea why Samsung chose this, but it&#39;s just a JPEG at that point. <br><br>I really liked the phonee, but imma return this."
239,15,SPIKE3725,SPIKE3725,d-FjIdlMVC4,2024-02-07T20:48:22Z,2024-02-07T20:48:22Z,1,"I would like to see the compensation to the S24 ultra &amp; the I phone. But for a kicker, I would like to also see what your thoughts are on using a variable nd filter and a polarizing filter on both phones. Maybe even a pro mist filter to cut down on a lot of the sharpness from the phones."
240,16,judeemclaughlin7394,judeemclaughlin7394,d-FjIdlMVC4,2024-02-07T20:45:30Z,2024-02-07T20:45:30Z,1,I&#39;m still curious about the video/audio quality. As far as favorite pic - has to be one of the ones in the lower level of Ponce. The colors really popped.
241,9,DanielFazzari,DanielFazzari,d-FjIdlMVC4,2024-02-07T22:15:10Z,2024-02-07T22:15:10Z,1,Nice testing! Definitely would like to see how the ND filter works for you.
242,4,HoomanBhr,HoomanBhr,d-FjIdlMVC4,2024-02-08T06:31:28Z,2024-02-08T06:31:28Z,0,"Nice review, make a video with Vivo x100 pro"
243,1,thefourthquarter7429,thefourthquarter7429,d-FjIdlMVC4,2024-02-08T09:30:23Z,2024-02-08T09:30:23Z,0,"I have a Note Ultra 20 which is the first Samsung with some of these basic cameras (10x zoom, wide, ultra wide + lidar focus. I know the S24 replaced to 10x with a 5x) The S24 looks better in every way based on what I can see. Four generations of refining this setup has resulted in a much better system. <br>Ive also got an Iphone 13 Pro and feel the photos from the S24 are also better. The Iphone has a usable portrait mode, but not as good as the S24.  I have been thinking about an ipgrade and maybe this is the time. Nice review."
244,3,irapbetter,irapbetter,d-FjIdlMVC4,2024-02-08T06:37:07Z,2024-02-08T06:37:07Z,0,"Need a comparison of the 3, Leica, Samsung, iPhone"
245,12,mydowntime6850,mydowntime6850,d-FjIdlMVC4,2024-02-07T21:20:28Z,2024-02-07T21:20:28Z,0,The one with the ring lights was pretty dope and I like the car shots. I was going to switch from my pixel bc it has an issue I just can&#39;t stand but in terms of quality I think it&#39;s about on par. Have to think about this now.
246,2,pietrodiwalsi5805,pietrodiwalsi5805,d-FjIdlMVC4,2024-02-08T08:44:40Z,2024-02-08T08:44:40Z,0,Thanks evan.. nice review and pictures..
247,36,leeroy110,leeroy110,XaqOejIaFgM,2024-02-07T21:58:10Z,2024-02-07T21:58:10Z,1,If it had vanilla android OS then I&#39;d buy it in a heart beat.  Samsung are so good at hardware but I cannot stand the software and I&#39;ve used multiple over the last 10 years.
248,23,ACE2-ex1nz,ACE2-ex1nz,XaqOejIaFgM,2024-02-08T00:31:10Z,2024-02-08T00:31:10Z,1,"circle to search is kinda scary tho like what if i upload photos and they can locate the location by using that feature (cus ive seen a vid from a korean tech channel how it works not just on random things but &#39;places&#39; too),,,sorry if this is bad english,,,"
249,57,Rkcuddles,Rkcuddles,XaqOejIaFgM,2024-02-07T16:44:18Z,2024-02-07T16:44:18Z,1,Still won’t get people to switch without iMessages…
250,59,orpheus1662,orpheus1662,XaqOejIaFgM,2024-02-07T16:22:24Z,2024-02-07T16:22:24Z,1,"There’s no way Samsung isn’t paying Marcus for promoting their phones. Why get something else! Well my favorite YouTuber, it’s an android"
251,61,JoeTauke,JoeTauke,XaqOejIaFgM,2024-02-07T16:11:40Z,2024-02-07T16:11:40Z,1,General android fan: <br>I buy android because I don&#39;t want to pay the Apple tax!<br><br>proceeds to spend $1300 on a Samsung phone.
252,88,hamzakatimba3445,hamzakatimba3445,XaqOejIaFgM,2024-02-07T07:35:30Z,2024-02-07T07:35:30Z,1,Why the instrumental is very scary 😮!!!
253,27,meme5887,meme5887,XaqOejIaFgM,2024-02-07T23:43:45Z,2024-02-07T23:43:45Z,1,"No no no no no. Android had always on display well before iPhone. Just because iPhone copied and added one more thing doesn&#39;t make it an iPhone original. And Samsung did allow you to select a small picture for the aod as well so it wasn&#39;t just time and notifications. It not have been a wallpaper, but it&#39;s still a picture. So no, not &quot;also like iPhone&quot;."
254,65,rohanshah1438,rohanshah1438,XaqOejIaFgM,2024-02-07T15:15:22Z,2024-02-07T15:15:22Z,1,did he get a million $$ to promote this?
255,0,MichaelW1980randoms,MichaelW1980randoms,XaqOejIaFgM,2024-02-08T08:27:47Z,2024-02-08T08:27:47Z,0,"Why buy anything else? Because someone cannot stand Samsung overlay, shop or apps? Because the 24 Ultra is too expensive? Because some features are only on a trial and after that behind a paywall, which makes it even more expensive? Maybe because someone is used to the comfort of the Apple eco system? Or maybe because someone doesn’t want the green bubble?  It’s not difficult to find reasons why someone would buy something else."
256,73,aomran07,aomran07,XaqOejIaFgM,2024-02-07T12:42:14Z,2024-02-07T12:42:14Z,0,"<a href=""https://www.youtube.com/watch?v=XaqOejIaFgM&amp;t=832"">13:52</a> that android 6 home button holding thing unlocked a memory I didn&#39;t know I have"
257,72,tubby_osrs,tubby_osrs,XaqOejIaFgM,2024-02-07T13:00:11Z,2024-02-07T13:00:11Z,0,Need blue text bubble or girls won’t like me :(
258,71,adambartlett6277,adambartlett6277,XaqOejIaFgM,2024-02-07T13:27:39Z,2024-02-07T13:27:39Z,0,The size of it is ridiculous for me
259,70,RajniGunHouse-cj8bl,RajniGunHouse-cj8bl,XaqOejIaFgM,2024-02-07T14:07:10Z,2024-02-07T14:07:10Z,0,why every new latest smartphone is the best phone .... what about the previous one ?
260,69,uehlbran,uehlbran,XaqOejIaFgM,2024-02-07T14:19:20Z,2024-02-07T14:19:54Z,0,Pretty simple. Samsung has terrible customer service. They&#39;re known for doing anything and everything to prevent you from being able to warranty your phone. And even if you can get them to warranty it you usually get back a crappy used phone (and they do the same thing even if you just bought the phone within the last 30 days! New to used/refurbished in the blink of an eye).
261,68,JustinKahrs,JustinKahrs,XaqOejIaFgM,2024-02-07T14:25:43Z,2024-02-07T14:25:43Z,0,I&#39;ll spend $1300 on a phone when inflation makes that $1300 equivalent to $500 in todays money.
262,67,NineInchTyrone,NineInchTyrone,XaqOejIaFgM,2024-02-07T14:30:15Z,2024-02-07T14:30:15Z,0,I need a phone not a pocket tablet
263,64,ROckgrunge2987,ROckgrunge2987,XaqOejIaFgM,2024-02-07T15:15:44Z,2024-02-07T15:15:44Z,0,"What is called to the new font style widget of s24 ultra? I love it, just like the Apple iPhone ❤❤❤"
264,66,xternalpunk,xternalpunk,XaqOejIaFgM,2024-02-07T14:58:44Z,2024-02-07T14:58:44Z,0,Yeah i would never buy another Samsung phone ever again. All yhe extra junk on it is just ridiculous
265,63,cuscuztech3470,cuscuztech3470,XaqOejIaFgM,2024-02-07T15:26:19Z,2024-02-07T15:26:19Z,0,"Samsung could give you Prores video recording, raw dng video recording, a 1 inch main sensor and bigger sensors on the other...but no, circle to search check all the boxes......this is stupid af"
266,62,gaboonus,gaboonus,XaqOejIaFgM,2024-02-07T15:42:58Z,2024-02-07T15:42:58Z,0,"<a href=""https://www.youtube.com/watch?v=XaqOejIaFgM&amp;t=713"">11:53</a><br>Hilarious!"
267,60,nimaygupta174,nimaygupta174,XaqOejIaFgM,2024-02-07T16:21:02Z,2024-02-07T16:21:02Z,0,now only thing left to fix.. the emojis
268,58,danielgudi7446,danielgudi7446,XaqOejIaFgM,2024-02-07T16:26:51Z,2024-02-07T16:26:51Z,0,As to answer your question. Because it&#39;s cheaper and I can save 1000 bucks for something else.
269,56,miguel-556--,miguel-556--,XaqOejIaFgM,2024-02-07T17:09:08Z,2024-02-07T17:09:08Z,0,I&#39;m disappointed with my S24. The colors are dull and plain. Resolution it&#39;s not vivd and high quality like it&#39;s predecessors.
270,55,Kaysa56,Kaysa56,XaqOejIaFgM,2024-02-07T17:24:57Z,2024-02-07T17:24:57Z,0,Why remove the 3.5mm jack and expandable storage option? Like iPhone
271,54,dreadheadrastah,dreadheadrastah,XaqOejIaFgM,2024-02-07T17:52:18Z,2024-02-07T17:52:18Z,0,I’m iPhone hooked they just need to make the iPhone bigger
272,74,farhanruslan110,farhanruslan110,XaqOejIaFgM,2024-02-07T12:28:43Z,2024-02-07T12:28:43Z,0,I been using iphone my whole life and im considering changing to samsung
273,76,MikeIzerman,MikeIzerman,XaqOejIaFgM,2024-02-07T12:18:04Z,2024-02-07T12:18:04Z,0,"samsung , king of bloatware... excellent piece of tech.... 1 billion samsung apps nobody wants and can&#39;t get rid of....ohhh.... and the cherry on the cake.... Bixbeeee....."
274,75,stephenbrittneybuchanan1287,stephenbrittneybuchanan1287,XaqOejIaFgM,2024-02-07T12:28:23Z,2024-02-07T12:28:23Z,0,"Samsung needs google, and Apple needs Samsung to supply their screens lol"
275,52,huzzahu4149,huzzahu4149,XaqOejIaFgM,2024-02-07T18:12:12Z,2024-02-07T18:12:12Z,0,"no seriously, why would you spend $1300 on a phone?"
276,98,mrf5984,mrf5984,XaqOejIaFgM,2024-02-07T04:53:20Z,2024-02-07T04:53:20Z,0,All of those &quot;just like the iPhone&quot; features exist on my Note 10+ from launch and it still gets updates 😂
277,97,umarques,umarques,XaqOejIaFgM,2024-02-07T05:26:59Z,2024-02-07T05:26:59Z,0,You just convinced me to NOT upgrade from 23+ lol more of the same.
278,96,isshinish,isshinish,XaqOejIaFgM,2024-02-07T05:53:21Z,2024-02-07T05:54:40Z,0,"I recently transfered phone from android to iOS.  Despite owning other apple products, I have never considered owning an Apple phone before. I love the samsung ecosystem but I am really not happy with the security of android. I have kids who I sometimes play with my android phone. I downloaded some apps for them. The ads in android is crazy. Android apps can have the ability to pop up anytime. I don’t use my finance apps anymore because of security concerns. Also, if you have a very intelligent kid who can memorize your password be prepared for unexpected playstore purchases. You cannot cancel it even if the kid that made the purchase is 4. <br><br>Android gives you alot of freedom in customizing your phone and how you use it but it also gives alot of freedom to third party apps to exploit you."
279,95,edgar17208,edgar17208,XaqOejIaFgM,2024-02-07T06:06:41Z,2024-02-07T06:06:41Z,0,Huge W
280,94,ostanime2462,ostanime2462,XaqOejIaFgM,2024-02-07T06:14:10Z,2024-02-07T06:14:10Z,0,It looks like red magic 9 pro with punch hole from front
281,93,khiFLY,khiFLY,XaqOejIaFgM,2024-02-07T06:42:13Z,2024-02-07T06:42:13Z,0,Mine should be here on Thursday. I&#39;m seeing bad reviews about the display. Is that still a thing?
282,92,StargateMax,StargateMax,XaqOejIaFgM,2024-02-07T06:54:51Z,2024-02-07T06:54:51Z,0,"Well, I always buy anything else, any other maker/brand/company."
283,91,haroldk724,haroldk724,XaqOejIaFgM,2024-02-07T07:02:49Z,2024-02-07T07:04:28Z,0,"Well has to be major improvement from s21 cause after S20...they lost it, could we be seeing another Moto death but this time samsung<br>some of the stuff they says they will update....the average phone will never make it that long....Plus with the way thing change  in a year <br>the S24 may not be able to update to 2026 ....then what happens........but paid enough anybody will praise &amp; Say Good things about Anything...."
284,90,ragcage,ragcage,XaqOejIaFgM,2024-02-07T07:22:52Z,2024-02-07T07:22:52Z,0,Definitely saving up for this phone after getting me a 2024 ROG Zephyrus G16. Bringing in some productivity powerhouses in 2024 and 2025 to be set for the future :)
285,89,Wasser-fz9ub,Wasser-fz9ub,XaqOejIaFgM,2024-02-07T07:33:40Z,2024-02-07T07:33:40Z,0,Because Samsung provides the shittiest support of all
286,87,sandipbhaumik,sandipbhaumik,XaqOejIaFgM,2024-02-07T08:02:09Z,2024-02-07T08:02:09Z,0,"@mkbhd haven&#39;t you got any dull display issues or display being washed out, I am regretting upgrading from S22U to S24U"
287,86,InfamousTog,InfamousTog,XaqOejIaFgM,2024-02-07T08:51:29Z,2024-02-07T08:51:29Z,0,Absolute get for me.  Upgrading from the S22 Ultra.  I have been using the Note phones since the Note 9.  Switched from an iPhone 7 Plus back then.  From Note 9 to Note 20 Ultra then S22 Ultra.  I will probably never swap to any other phone line.
288,85,slytherin1Minecrafter77Dragon,slytherin1Minecrafter77Dragon,XaqOejIaFgM,2024-02-07T09:39:57Z,2024-02-07T09:39:57Z,0,Still have the s21 ultra and I&#39;m going to wait for the S25 ultra for my upgrade
289,84,IliaHanatiJaffri,IliaHanatiJaffri,XaqOejIaFgM,2024-02-07T09:41:33Z,2024-02-07T09:41:33Z,0,Just upgraded today from Note 10+ 😂 looking forward to all the upgrades
290,83,marvinzhang3734,marvinzhang3734,XaqOejIaFgM,2024-02-07T10:20:18Z,2024-02-07T10:20:18Z,0,"1300, i will get a apex wheel"
291,82,helix3500,helix3500,XaqOejIaFgM,2024-02-07T10:33:43Z,2024-02-07T10:33:43Z,0,"when all you do is working and you are bored and frustrated and you dont find use for the money you are killing yourself for you can find new purpose in your life by spending 1300 in a phone, people will like you more, you will resolve all problems with your family and you will be soooo happy"
292,81,omercakmak3099,omercakmak3099,XaqOejIaFgM,2024-02-07T11:21:24Z,2024-02-07T11:21:24Z,0,this video feels highly sponsored
293,80,ramprasadaviator,ramprasadaviator,XaqOejIaFgM,2024-02-07T11:36:10Z,2024-02-07T11:36:10Z,0,Need your thoughts and comparison S23 ultra vs S24 @mkbhd
294,79,Pacus1,Pacus1,XaqOejIaFgM,2024-02-07T11:43:17Z,2024-02-07T11:43:17Z,0,All these comments are so funny. Happy about getting updates on old phones…. Just get a damn iPhone. The maker of this review uses one 🤣
295,78,rockefeller63,rockefeller63,XaqOejIaFgM,2024-02-07T11:51:45Z,2024-02-07T11:51:45Z,0,"Sadly, European version is dog sht. Simply bcz of the overheating problems and energy hungry processor. Which is same processor as last year S23."
296,77,xRdlH,xRdlH,XaqOejIaFgM,2024-02-07T11:55:03Z,2024-02-07T11:55:03Z,0,Response to the title: Because OnePlus 12 exists.
297,53,brendoderf4748,brendoderf4748,XaqOejIaFgM,2024-02-07T17:56:44Z,2024-02-07T17:56:44Z,0,Upgrading to this from an s21 5G and I&#39;m so excited. Gonna be so much better. I &quot;upgraded&quot; from an S10 plus originally and regretted it and I finally get my good phone back!
298,50,PVTParts472,PVTParts472,XaqOejIaFgM,2024-02-07T18:22:32Z,2024-02-07T18:22:32Z,0,im just gonna save and buy one of the red magic 9 pros
299,51,bok4822,bok4822,XaqOejIaFgM,2024-02-07T18:15:59Z,2024-02-07T18:15:59Z,0,"<a href=""https://www.youtube.com/watch?v=XaqOejIaFgM&amp;t=725"">12:05</a> If you are going to still call it AI, might as well go ahead and actually call it what it really is: algorithms.<br><br>Anyways nice review! Definitely seems like a good phone to get as my next one.<br><br>I also wonder if my next phone will be my final phone, with my phones lasting 5 years each and the apple vision pro coming out now it seems like the phones of today might gradually change into becoming more like what the apple vision is. 2015 to 2020 was start of VR. Now in 2024 we get quite decent VR headsets in general coming out, some that even makes the unreal feel real. What is the world going to look like when 2030 nears, I wonder."
300,1,saisriram4262,saisriram4262,XaqOejIaFgM,2024-02-08T08:24:20Z,2024-02-08T08:24:20Z,0,I remember that now on tap
301,22,kraya6740,kraya6740,XaqOejIaFgM,2024-02-08T00:39:40Z,2024-02-08T00:39:40Z,0,"700 on Xiaomi 13 ultra and the rest i do a trip in Italy, there the reasons why buy something else."
302,21,NieeLz_,NieeLz_,XaqOejIaFgM,2024-02-08T01:33:48Z,2024-02-08T01:33:48Z,0,Love when im finally can say watching this video with s24 ultra 😂
303,20,solstus6783,solstus6783,XaqOejIaFgM,2024-02-08T01:47:01Z,2024-02-08T01:47:01Z,0,Still on the s9 bc i hate the hole punch so much
304,19,robeltonicholas3070,robeltonicholas3070,XaqOejIaFgM,2024-02-08T03:04:04Z,2024-02-08T03:04:04Z,0,It&#39;s missing an I.R. blaster !
305,18,Wabz19,Wabz19,XaqOejIaFgM,2024-02-08T03:04:54Z,2024-02-08T03:04:54Z,0,This phone sets the tone😂
306,17,mechanic4yourcar,mechanic4yourcar,XaqOejIaFgM,2024-02-08T03:07:31Z,2024-02-08T03:07:31Z,0,So So how much did Samsung Pay you to say all the good things about the phone?
307,16,ManEmperorOfMankind,ManEmperorOfMankind,XaqOejIaFgM,2024-02-08T03:27:27Z,2024-02-08T03:27:27Z,0,Loving the lack of overly styled b roll and glory shots
308,15,0mar-777,0mar-777,XaqOejIaFgM,2024-02-08T03:45:30Z,2024-02-08T03:45:30Z,0,This is official!!!!!! AND STILL THE WORLDS  NUMBER 1 PHONE AND OS SAMSUNG &amp; ANDROID...... sorry apple fans at least you still got the vision pro. Now go run into walls
309,14,htetnaung9870,htetnaung9870,XaqOejIaFgM,2024-02-08T03:49:50Z,2024-02-08T03:49:50Z,0,Plus samsung will give green line error as a gift. 😂
310,13,Ibis2693,Ibis2693,XaqOejIaFgM,2024-02-08T03:50:20Z,2024-02-08T03:50:20Z,0,Isn&#39;t the Bixby text call basically the same as the pixel call screening? Haven&#39;t actually used it because I have a pixel.
311,12,pdsmith11803,pdsmith11803,XaqOejIaFgM,2024-02-08T04:13:50Z,2024-02-08T04:13:50Z,0,"Best Buy has a killer deal right now, I’m on Verizon and still owed $490 on my iPhone 13 Pro Max, I was able to turn in my old phone and cancel the $490 owed, plus received $1,000 off the new phone, a $150 Best Buy gift card, and a month of Xbox live ultimate. The new phone cost me $125 after all the perks considered."
312,11,user-dy5zg6cj5s,user-dy5zg6cj5s,XaqOejIaFgM,2024-02-08T04:41:47Z,2024-02-08T04:41:47Z,0,Not buying simply because their screens turn to shit with wet hands
313,10,fabiocarpentieri96,fabiocarpentieri96,XaqOejIaFgM,2024-02-08T04:58:44Z,2024-02-08T04:58:44Z,0,Because it costs 1300 euros.
314,9,deeyas,deeyas,XaqOejIaFgM,2024-02-08T05:09:30Z,2024-02-08T05:09:30Z,0,"I was about to buy the Samsung S24 Ultra, then heard that all the AI features will NOT be free from 2025. This feels like a trap, you&#39;re going to use the AI features, most likely love them, then it&#39;s going to be taken away unless you pay. Not cool"
315,8,unholydonuts,unholydonuts,XaqOejIaFgM,2024-02-08T05:30:09Z,2024-02-08T05:30:09Z,0,The sponsorship is strong here.
316,7,tusharlodhari4304,tusharlodhari4304,XaqOejIaFgM,2024-02-08T05:30:26Z,2024-02-08T05:30:26Z,0,So all in all should I buy the iphone 15 or Samsung S24 ultra?
317,6,vwoomy,vwoomy,XaqOejIaFgM,2024-02-08T05:38:14Z,2024-02-08T05:38:14Z,0,how could anyone choose any other phone over this one if they have the money. seriously an insane phone.
318,5,gqsybjebhdhvhthucxfh,gqsybjebhdhvhthucxfh,XaqOejIaFgM,2024-02-08T06:17:21Z,2024-02-08T06:17:21Z,0,Google search is so tainted
319,4,quranicverses.2394,quranicverses.2394,XaqOejIaFgM,2024-02-08T07:03:47Z,2024-02-08T07:03:47Z,0,I&#39;ll upgrade from s22 to 24 this week.
320,3,joshualeyva9245,joshualeyva9245,XaqOejIaFgM,2024-02-08T08:15:10Z,2024-02-08T08:15:10Z,0,I have the galaxy s23 ultra and the most recent update has demolished the audio and quality of the experience! Its so frustrating!
321,2,Yukikazze,Yukikazze,XaqOejIaFgM,2024-02-08T08:24:06Z,2024-02-08T08:24:06Z,0,Why Buy Anything Else ? Because there is no way i pay more then 500e for a freaking smart phone every couple of years
322,24,jj78520,jj78520,XaqOejIaFgM,2024-02-08T00:29:45Z,2024-02-08T00:29:45Z,0,We want the review of the OnePlus 12! It deserves it ! At least as much  than the iPhones or the Samsungs.
323,25,sumansaha9887,sumansaha9887,XaqOejIaFgM,2024-02-08T00:10:18Z,2024-02-08T00:10:18Z,0,So many of these are in the Xiaomi 13 pro from last year
324,26,EchoAccord,EchoAccord,XaqOejIaFgM,2024-02-08T00:03:15Z,2024-02-08T00:03:15Z,0,Id never spend 1300 bucks on a phone
325,40,user-wd8ed7eo5c,user-wd8ed7eo5c,XaqOejIaFgM,2024-02-07T19:43:41Z,2024-02-07T19:43:41Z,0,Redmagic 8 pro 1/3 of the price does the same.
326,49,NolbertoPardo,NolbertoPardo,XaqOejIaFgM,2024-02-07T18:40:37Z,2024-02-07T18:40:37Z,0,"Shutter Lag TIP! search &quot;advanced intelligence options&quot; in the settings. Very top first option. Then select minimum, and try taking pics again it should feel much faster. Will work on past generations also."
327,48,jakepetterson1050,jakepetterson1050,XaqOejIaFgM,2024-02-07T18:47:56Z,2024-02-07T18:47:56Z,0,Great video! Thanks for this
